ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
4705,1,0,26,0,-26
4706,1,0,15,0,-15
4707,1,1,66,2073,2007
4708,1,0,15,0,-15
4709,1,0,24,0,-24
4710,0,0,44,0,-44
4711,1,1,92,1346,1254
4712,1,1,318,1983,1665
4713,0,0,14,0,-14
4714,0,0,21,0,-21
4715,1,0,87,0,-87
4716,0,0,34,0,-34
4717,1,1,2389,1625,-764
4718,0,0,90,0,-90
4719,1,1,472,1369,897
4720,1,0,28,0,-28
4721,0,0,57,0,-57
4722,1,1,54,1486,1432
4723,1,1,451,2110,1659
4724,1,0,52,0,-52
4725,1,1,263,1551,1288
4726,1,0,54,0,-54
4727,1,0,7,0,-7
4728,1,0,17,0,-17
4729,1,1,97,1842,1745
4730,1,0,16,0,-16
4731,0,0,33,0,-33
4732,0,0,140,0,-140
4733,1,1,190,1607,1417
4734,1,0,13,0,-13
4735,0,0,17,0,-17
4736,1,0,97,0,-97
4737,0,0,90,0,-90
4738,0,0,80,0,-80
4739,0,0,234,0,-234
4740,0,0,22,0,-22
4741,1,0,23,0,-23
4742,1,1,246,1612,1366
4743,1,0,49,0,-49
4744,1,1,1624,1519,-105
4745,1,0,22,0,-22
4746,0,0,12,0,-12
4747,1,1,33,1216,1183
4748,1,1,630,1242,612
4749,0,0,160,0,-160
4750,1,0,257,0,-257
4751,0,0,11,0,-11
4752,0,0,91,0,-91
4753,1,0,23,0,-23
4754,1,0,49,0,-49
4755,1,1,989,1556,567
4756,0,0,40,0,-40
4757,1,0,16,0,-16
4758,1,1,128,2252,2124
4759,1,1,98,1625,1527
4760,1,1,376,1238,862
4761,1,0,36,0,-36
4762,0,0,87,0,-87
4763,1,1,1510,1383,-127
4764,1,0,19,0,-19
4765,1,0,11,0,-11
4766,0,0,40,0,-40
4767,0,0,35,0,-35
4768,0,0,2,0,-2
4769,1,1,195,2691,2496
4770,1,1,169,1339,1170
4771,1,1,316,2150,1834
4772,1,0,129,0,-129
4773,0,0,51,0,-51
4774,1,1,155,1275,1120
4775,0,0,4,0,-4
4776,1,1,220,1274,1054
4777,0,0,67,0,-67
4778,0,0,2,0,-2
4779,0,0,6,0,-6
4780,1,0,39,0,-39
4781,1,1,483,1232,749
4782,0,0,53,0,-53
4783,1,0,114,0,-114
4784,1,1,371,1385,1014
4785,1,1,1972,1267,-705
4786,1,0,60,0,-60
4787,1,1,189,2220,2031
4788,0,0,22,0,-22
4789,1,1,350,1204,854
4790,1,0,75,0,-75
4791,1,0,44,0,-44
4792,1,0,101,0,-101
4793,1,1,309,1803,1494
4794,1,1,1343,1489,146
4795,1,0,110,0,-110
4796,1,1,199,1219,1020
4797,1,0,12,0,-12
4798,1,1,26,2568,2542
4799,1,0,20,0,-20
4800,0,0,4,0,-4
4801,1,1,1390,1369,-21
4802,0,0,65,0,-65
4803,1,1,130,1351,1221
4804,0,0,2,0,-2
4805,0,0,160,0,-160
4806,0,0,7,0,-7
4807,0,0,138,0,-138
4808,0,0,1,0,-1
4809,1,0,87,0,-87
4810,1,0,17,0,-17
4811,1,0,24,0,-24
4812,0,0,25,0,-25
4813,1,1,2446,1512,-934
4814,0,0,11,0,-11
4815,1,1,243,1881,1638
4816,1,0,2,0,-2
4817,1,0,26,0,-26
4818,1,1,141,1288,1147
4819,1,0,42,0,-42
4820,1,0,83,0,-83
4821,1,0,2,0,-2
4822,1,1,480,1846,1366
4823,0,0,5,0,-5
4824,0,0,107,0,-107
4825,1,0,45,0,-45
4826,0,0,87,0,-87
4827,1,1,593,1415,822
4828,1,0,56,0,-56
4829,0,0,139,0,-139
4830,0,0,65,0,-65
4831,0,0,32,0,-32
4832,0,0,10,0,-10
4833,1,0,54,0,-54
4834,1,1,246,1421,1175
4835,1,0,18,0,-18
4836,1,0,34,0,-34
4837,0,0,40,0,-40
4838,1,0,92,0,-92
4839,0,0,81,0,-81
4840,0,0,12,0,-12
4841,1,0,3,0,-3
4842,0,0,104,0,-104
4843,0,0,54,0,-54
4844,0,0,57,0,-57
4845,0,0,101,0,-101
4846,0,0,61,0,-61
4847,1,0,29,0,-29
4848,1,0,31,0,-31
4849,1,1,650,1206,556
4850,1,0,2,0,-2
4851,1,1,67,1288,1221
4852,1,1,261,1323,1062
4853,1,0,70,0,-70
4854,1,0,23,0,-23
4855,1,1,138,1386,1248
4856,1,1,556,1881,1325
4857,1,1,389,1234,845
4858,1,0,35,0,-35
4859,1,1,231,1223,992
4860,1,1,222,3672,3450
4861,0,0,47,0,-47
4862,1,0,43,0,-43
4863,1,1,1411,1254,-157
4864,0,0,5,0,-5
4865,0,0,30,0,-30
4866,1,0,67,0,-67
4867,0,0,55,0,-55
4868,0,0,126,0,-126
4869,0,0,39,0,-39
4870,1,0,58,0,-58
4871,0,0,2,0,-2
4872,0,0,4,0,-4
4873,1,1,48,1963,1915
4874,1,0,56,0,-56
4875,0,0,111,0,-111
4876,0,0,32,0,-32
4877,1,0,184,0,-184
4878,1,1,717,1350,633
4879,0,0,21,0,-21
4880,1,0,56,0,-56
4881,1,1,498,2035,1537
4882,1,1,240,1853,1613
4883,0,0,30,0,-30
4884,1,1,278,1380,1102
4885,0,0,21,0,-21
4886,0,0,13,0,-13
4887,1,0,20,0,-20
4888,0,0,6,0,-6
4889,1,0,63,0,-63
4890,1,0,37,0,-37
4891,0,0,32,0,-32
4892,1,1,535,1304,769
4893,1,1,242,1699,1457
4894,1,1,592,1350,758
4895,1,0,57,0,-57
4896,1,1,473,1342,869
4897,1,1,362,1275,913
4898,1,0,42,0,-42
4899,0,0,10,0,-10
4900,1,1,251,2268,2017
4901,1,1,463,1201,738
4902,0,0,26,0,-26
4903,1,1,782,1803,1021
4904,0,0,25,0,-25
4905,1,0,108,0,-108
4906,1,1,295,1290,995
4907,0,0,4,0,-4
4908,1,1,1639,1214,-425
4909,0,0,106,0,-106
4910,1,1,200,1310,1110
4911,1,1,479,1356,877
4912,0,0,96,0,-96
4913,1,1,963,1219,256
4914,1,0,34,0,-34
4915,1,0,5,0,-5
4916,0,0,60,0,-60
4917,0,0,3,0,-3
4918,1,1,1793,1396,-397
4919,0,0,25,0,-25
4920,0,0,21,0,-21
4921,1,0,28,0,-28
4922,1,1,197,1278,1081
4923,0,0,14,0,-14
4924,0,0,137,0,-137
4925,0,0,20,0,-20
4926,0,0,10,0,-10
4927,1,0,12,0,-12
4928,0,0,157,0,-157
4929,1,1,386,1388,1002
4930,0,0,21,0,-21
4931,1,0,30,0,-30
4932,1,1,2844,1354,-1490
4933,1,1,268,1292,1024
4934,0,0,29,0,-29
4935,1,1,974,2076,1102
4936,0,0,4,0,-4
4937,0,0,20,0,-20
4938,1,0,0,0,0
4939,1,1,185,1348,1163
4940,1,0,140,0,-140
4941,1,1,90,1817,1727
4942,1,0,16,0,-16
4943,1,1,614,2133,1519
4944,0,0,63,0,-63
4945,0,0,9,0,-9
4946,1,0,18,0,-18
4947,0,0,51,0,-51
4948,1,0,36,0,-36
4949,1,0,34,0,-34
4950,0,0,33,0,-33
4951,1,0,55,0,-55
4952,1,1,315,1224,909
4953,0,0,1,0,-1
4954,1,0,53,0,-53
4955,0,0,25,0,-25
4956,1,0,26,0,-26
4957,1,0,1,0,-1
4958,1,1,358,1337,979
4959,0,0,8,0,-8
4960,0,0,31,0,-31
4961,0,0,32,0,-32
4962,0,0,45,0,-45
4963,0,0,128,0,-128
4964,1,0,4,0,-4
4965,1,0,196,0,-196
4966,1,0,25,0,-25
4967,0,0,20,0,-20
4968,0,0,22,0,-22
4969,0,0,42,0,-42
4970,1,1,149,1261,1112
4971,0,0,46,0,-46
4972,1,1,615,1696,1081
4973,1,0,82,0,-82
4974,0,0,103,0,-103
4975,1,1,715,2530,1815
4976,0,0,24,0,-24
4977,1,1,143,1479,1336
4978,1,0,208,0,-208
4979,1,0,26,0,-26
4980,0,0,40,0,-40
4981,0,0,12,0,-12
4982,0,0,33,0,-33
4983,1,0,59,0,-59
4984,1,0,19,0,-19
4985,1,0,210,0,-210
4986,0,0,9,0,-9
4987,0,0,40,0,-40
4988,1,1,407,1486,1079
4989,0,0,274,0,-274
4990,0,0,6,0,-6
4991,0,0,60,0,-60
4992,0,0,30,0,-30
4993,1,0,75,0,-75
4994,1,1,166,1269,1103
4995,0,0,23,0,-23
4996,1,1,783,1482,699
4997,0,0,121,0,-121
4998,1,1,893,1208,315
4999,0,0,14,0,-14
5000,1,0,41,0,-41
5001,0,0,9,0,-9
5002,0,0,26,0,-26
5003,1,0,118,0,-118
5004,1,0,74,0,-74
5005,0,0,3,0,-3
5006,1,1,146,1304,1158
5007,0,0,4,0,-4
5008,1,0,13,0,-13
5009,0,0,10,0,-10
5010,1,1,327,1847,1520
5011,0,0,0,0,0
5012,1,1,71,1309,1238
5013,0,0,106,0,-106
5014,0,0,20,0,-20
5015,1,0,14,0,-14
5016,1,0,119,0,-119
5017,1,1,300,2047,1747
5018,1,0,21,0,-21
5019,0,0,95,0,-95
5020,1,1,637,1430,793
5021,1,0,41,0,-41
5022,1,1,885,1274,389
5023,1,0,33,0,-33
5024,0,0,7,0,-7
5025,1,0,50,0,-50
5026,1,1,927,1204,277
5027,1,1,221,1524,1303
5028,1,1,1408,1269,-139
5029,1,0,61,0,-61
5030,0,0,11,0,-11
5031,0,0,13,0,-13
5032,1,1,453,1225,772
5033,1,1,1145,1358,213
5034,0,0,107,0,-107
5035,0,0,71,0,-71
5036,1,1,749,1207,458
5037,0,0,38,0,-38
5038,1,0,61,0,-61
5039,0,0,10,0,-10
5040,0,0,44,0,-44
5041,1,1,772,1273,501
5042,0,0,135,0,-135
5043,1,1,6,1392,1386
5044,0,0,11,0,-11
5045,1,1,181,1775,1594
5046,1,0,36,0,-36
5047,0,0,12,0,-12
5048,0,0,68,0,-68
5049,1,0,41,0,-41
5050,1,0,54,0,-54
5051,0,0,62,0,-62
5052,1,0,81,0,-81
5053,1,0,2,0,-2
5054,1,0,32,0,-32
5055,0,0,142,0,-142
5056,1,0,48,0,-48
5057,0,0,91,0,-91
5058,1,1,565,1978,1413
5059,0,0,31,0,-31
5060,0,0,178,0,-178
5061,0,0,51,0,-51
5062,0,0,0,0,0
5063,1,0,9,0,-9
5064,1,1,443,1232,789
5065,0,0,31,0,-31
5066,0,0,87,0,-87
5067,1,0,8,0,-8
5068,1,0,4,0,-4
5069,0,0,46,0,-46
5070,0,0,38,0,-38
5071,1,0,0,0,0
5072,1,0,1,0,-1
5073,1,1,240,1409,1169
5074,0,0,145,0,-145
5075,1,0,148,0,-148
5076,0,0,132,0,-132
5077,1,0,53,0,-53
5078,0,0,35,0,-35
5079,0,0,14,0,-14
5080,1,0,26,0,-26
5081,1,0,124,0,-124
5082,1,1,420,1561,1141
5083,1,1,319,1267,948
5084,1,1,161,1454,1293
5085,1,0,9,0,-9
5086,0,0,185,0,-185
5087,0,0,15,0,-15
5088,1,1,342,3461,3119
5089,0,0,87,0,-87
5090,0,0,93,0,-93
5091,0,0,82,0,-82
5092,0,0,19,0,-19
5093,0,0,36,0,-36
5094,0,0,105,0,-105
5095,1,0,36,0,-36
5096,0,0,22,0,-22
5097,0,0,21,0,-21
5098,1,1,1689,1268,-421
5099,1,1,326,1411,1085
5100,0,0,16,0,-16
5101,1,0,27,0,-27
5102,1,0,27,0,-27
5103,1,0,35,0,-35
5104,1,0,53,0,-53
5105,1,1,135,1272,1137
5106,0,0,128,0,-128
5107,0,0,86,0,-86
5108,1,1,186,1715,1529
5109,0,0,27,0,-27
5110,1,1,1068,1615,547
5111,1,0,29,0,-29
5112,1,0,71,0,-71
5113,1,1,423,1384,961
5114,0,0,183,0,-183
5115,0,0,3,0,-3
5116,0,0,83,0,-83
5117,1,0,0,0,0
5118,0,0,18,0,-18
5119,0,0,73,0,-73
5120,1,1,901,1513,612
5121,1,1,401,2102,1701
5122,0,0,4,0,-4
5123,0,0,68,0,-68
5124,0,0,17,0,-17
5125,1,0,3,0,-3
5126,0,0,172,0,-172
5127,0,0,22,0,-22
5128,1,0,54,0,-54
5129,1,1,497,1221,724
5130,0,0,32,0,-32
5131,1,0,58,0,-58
5132,0,0,14,0,-14
5133,0,0,0,0,0
5134,1,0,63,0,-63
5135,0,0,15,0,-15
5136,0,0,34,0,-34
5137,0,0,6,0,-6
5138,1,0,64,0,-64
5139,1,0,44,0,-44
5140,1,1,921,1803,882
5141,1,0,73,0,-73
5142,1,1,425,1418,993
5143,0,0,27,0,-27
5144,0,0,29,0,-29
5145,0,0,57,0,-57
5146,0,0,66,0,-66
5147,1,0,1,0,-1
5148,1,0,12,0,-12
5149,1,1,1279,1605,326
5150,1,1,291,1251,960
5151,1,0,99,0,-99
5152,1,1,311,1293,982
5153,1,0,23,0,-23
5154,0,0,36,0,-36
5155,0,0,8,0,-8
5156,1,1,290,1864,1574
5157,0,0,126,0,-126
5158,1,1,440,1279,839
5159,1,1,1056,1563,507
5160,1,1,57,1672,1615
5161,1,0,22,0,-22
5162,1,0,83,0,-83
5163,1,0,139,0,-139
5164,1,0,13,0,-13
5165,0,0,39,0,-39
5166,1,0,39,0,-39
5167,1,1,1285,1794,509
5168,1,1,608,1831,1223
5169,1,1,751,1253,502
5170,1,1,336,2183,1847
5171,0,0,51,0,-51
5172,1,1,177,1303,1126
5173,1,1,291,1360,1069
5174,0,0,24,0,-24
5175,0,0,5,0,-5
5176,0,0,97,0,-97
5177,1,1,131,1422,1291
5178,0,0,1,0,-1
5179,1,1,747,2070,1323
5180,1,1,317,1768,1451
5181,0,0,62,0,-62
5182,0,0,130,0,-130
5183,0,0,28,0,-28
5184,1,0,55,0,-55
5185,1,0,34,0,-34
5186,0,0,41,0,-41
5187,1,1,153,1544,1391
5188,1,0,3,0,-3
5189,1,0,4,0,-4
5190,1,0,52,0,-52
5191,0,0,31,0,-31
5192,0,0,38,0,-38
5193,1,1,281,3058,2777
5194,1,1,959,1473,514
5195,1,1,366,1200,834
5196,0,0,1,0,-1
5197,1,0,54,0,-54
5198,0,0,15,0,-15
5199,1,1,35,2040,2005
5200,1,0,94,0,-94
5201,1,1,98,1242,1144
5202,1,0,74,0,-74
5203,1,0,107,0,-107
5204,0,0,16,0,-16
5205,1,1,91,1255,1164
5206,0,0,69,0,-69
5207,0,0,15,0,-15
5208,0,0,71,0,-71
5209,1,0,9,0,-9
5210,0,0,32,0,-32
5211,0,0,2,0,-2
5212,0,0,4,0,-4
5213,0,0,128,0,-128
5214,1,1,453,1216,763
5215,1,0,1,0,-1
5216,1,1,1156,1626,470
5217,0,0,68,0,-68
5218,0,0,33,0,-33
5219,1,0,19,0,-19
5220,0,0,9,0,-9
5221,0,0,102,0,-102
5222,1,0,141,0,-141
5223,1,1,273,1399,1126
5224,0,0,25,0,-25
5225,1,0,41,0,-41
5226,1,1,445,1329,884
5227,1,0,63,0,-63
5228,1,0,1,0,-1
5229,0,0,60,0,-60
5230,1,1,348,1572,1224
5231,1,0,3,0,-3
5232,1,1,232,2098,1866
5233,0,0,35,0,-35
5234,1,1,178,2391,2213
5235,1,1,150,1225,1075
5236,0,0,34,0,-34
5237,1,0,66,0,-66
5238,1,1,333,1292,959
5239,1,0,8,0,-8
5240,0,0,47,0,-47
5241,1,1,676,2142,1466
5242,0,0,21,0,-21
5243,1,1,134,1207,1073
5244,1,1,86,3081,2995
5245,1,1,688,1461,773
5246,1,1,289,1464,1175
5247,0,0,81,0,-81
5248,1,1,51,1589,1538
5249,1,1,84,1321,1237
5250,1,1,73,1327,1254
5251,0,0,29,0,-29
5252,1,0,7,0,-7
5253,1,1,346,1398,1052
5254,1,0,9,0,-9
5255,1,1,404,1375,971
5256,1,1,282,1268,986
5257,0,0,95,0,-95
5258,1,1,369,2019,1650
5259,1,0,13,0,-13
5260,0,0,40,0,-40
5261,0,0,17,0,-17
5262,1,0,58,0,-58
5263,1,1,1112,1965,853
5264,0,0,65,0,-65
5265,0,0,236,0,-236
5266,0,0,17,0,-17
5267,0,0,12,0,-12
5268,0,0,3,0,-3
5269,0,0,24,0,-24
5270,1,0,92,0,-92
5271,1,1,43,1254,1211
5272,1,0,51,0,-51
5273,0,0,37,0,-37
5274,1,0,51,0,-51
5275,1,1,157,1422,1265
5276,0,0,27,0,-27
5277,1,1,1450,1227,-223
5278,0,0,205,0,-205
5279,1,1,651,1376,725
5280,0,0,102,0,-102
5281,1,1,708,1260,552
5282,1,0,29,0,-29
5283,0,0,34,0,-34
5284,1,0,150,0,-150
5285,1,0,172,0,-172
5286,1,1,105,1305,1200
5287,1,0,25,0,-25
5288,0,0,22,0,-22
5289,1,1,129,1651,1522
5290,1,0,11,0,-11
5291,1,0,35,0,-35
5292,1,0,26,0,-26
5293,1,0,21,0,-21
5294,0,0,7,0,-7
5295,1,0,19,0,-19
5296,1,1,129,1464,1335
5297,1,0,70,0,-70
5298,1,0,58,0,-58
5299,1,1,98,1818,1720
5300,1,0,69,0,-69
5301,1,1,2622,1331,-1291
5302,0,0,14,0,-14
5303,0,0,43,0,-43
5304,1,1,175,1232,1057
5305,0,0,31,0,-31
5306,0,0,183,0,-183
5307,1,1,440,1564,1124
5308,0,0,196,0,-196
5309,1,1,151,1333,1182
5310,1,0,13,0,-13
5311,0,0,52,0,-52
5312,1,0,28,0,-28
5313,1,1,229,1213,984
5314,0,0,87,0,-87
5315,1,0,29,0,-29
5316,1,0,13,0,-13
5317,1,0,2,0,-2
5318,0,0,28,0,-28
5319,0,0,5,0,-5
5320,1,0,12,0,-12
5321,0,0,27,0,-27
5322,1,0,62,0,-62
5323,1,0,39,0,-39
5324,1,0,29,0,-29
5325,1,1,40,1760,1720
5326,1,1,77,1651,1574
5327,0,0,52,0,-52
5328,0,0,102,0,-102
5329,1,1,71,1204,1133
5330,1,1,194,1393,1199
5331,1,0,45,0,-45
5332,1,0,12,0,-12
5333,0,0,54,0,-54
5334,0,0,155,0,-155
5335,1,1,1462,1262,-200
5336,1,1,513,1231,718
5337,1,1,465,1259,794
5338,1,1,1017,1422,405
5339,0,0,70,0,-70
5340,0,0,75,0,-75
5341,1,0,41,0,-41
5342,0,0,24,0,-24
5343,0,0,24,0,-24
5344,0,0,11,0,-11
5345,1,1,74,1264,1190
5346,1,0,16,0,-16
5347,0,0,31,0,-31
5348,0,0,31,0,-31
5349,0,0,83,0,-83
5350,0,0,37,0,-37
5351,1,0,42,0,-42
5352,1,0,42,0,-42
5353,1,1,875,1490,615
5354,1,1,214,2417,2203
5355,1,1,812,2168,1356
5356,0,0,33,0,-33
5357,1,1,239,1701,1462
5358,1,0,118,0,-118
5359,1,1,593,1668,1075
5360,0,0,71,0,-71
5361,1,0,39,0,-39
5362,1,1,405,1594,1189
5363,1,0,99,0,-99
5364,1,0,20,0,-20
5365,1,0,36,0,-36
5366,1,1,135,1201,1066
5367,1,0,76,0,-76
5368,1,1,224,2806,2582
5369,1,0,10,0,-10
5370,0,0,203,0,-203
5371,1,1,806,1393,587
5372,1,1,688,2014,1326
5373,0,0,27,0,-27
5374,1,1,390,1817,1427
5375,1,0,5,0,-5
5376,1,0,84,0,-84
5377,0,0,236,0,-236
5378,1,1,110,1469,1359
5379,0,0,71,0,-71
5380,0,0,67,0,-67
5381,0,0,20,0,-20
5382,1,0,23,0,-23
5383,0,0,17,0,-17
5384,0,0,25,0,-25
5385,1,0,57,0,-57
5386,1,0,57,0,-57
5387,0,0,61,0,-61
5388,1,0,0,0,0
5389,0,0,134,0,-134
5390,0,0,18,0,-18
5391,0,0,166,0,-166
5392,1,0,6,0,-6
5393,0,0,27,0,-27
5394,0,0,9,0,-9
5395,0,0,0,0,0
5396,0,0,62,0,-62
5397,0,0,2,0,-2
5398,1,0,53,0,-53
5399,1,0,61,0,-61
5400,1,0,5,0,-5
5401,1,0,21,0,-21
5402,1,0,0,0,0
5403,1,1,247,1839,1592
5404,0,0,33,0,-33
5405,1,1,348,1368,1020
5406,0,0,20,0,-20
5407,0,0,45,0,-45
5408,0,0,67,0,-67
5409,0,0,10,0,-10
5410,1,1,330,2992,2662
5411,1,1,1597,1220,-377
5412,0,0,84,0,-84
5413,0,0,65,0,-65
5414,1,0,49,0,-49
5415,0,0,109,0,-109
5416,0,0,0,0,0
5417,1,0,4,0,-4
5418,1,1,115,1288,1173
5419,1,1,1147,1535,388
5420,1,0,24,0,-24
5421,1,0,48,0,-48
5422,1,1,1032,1245,213
5423,0,0,95,0,-95
5424,1,1,467,1204,737
5425,1,0,98,0,-98
5426,0,0,4,0,-4
5427,1,0,15,0,-15
5428,0,0,51,0,-51
5429,0,0,10,0,-10
5430,0,0,16,0,-16
5431,1,0,24,0,-24
5432,1,0,7,0,-7
5433,0,0,73,0,-73
5434,0,0,2,0,-2
5435,1,1,574,1216,642
5436,1,0,85,0,-85
5437,0,0,9,0,-9
5438,1,1,48,1721,1673
5439,1,0,2,0,-2
5440,1,1,125,1420,1295
5441,1,0,28,0,-28
5442,1,1,505,1264,759
5443,1,1,50,1700,1650
5444,1,0,64,0,-64
5445,1,1,342,1255,913
5446,1,0,6,0,-6
5447,0,0,39,0,-39
5448,1,1,206,1324,1118
5449,1,1,2652,1498,-1154
5450,0,0,168,0,-168
5451,1,1,1307,1646,339
5452,1,0,149,0,-149
5453,0,0,83,0,-83
5454,0,0,88,0,-88
5455,1,1,280,1344,1064
5456,1,1,268,1455,1187
5457,0,0,86,0,-86
5458,1,1,500,1427,927
5459,0,0,81,0,-81
5460,0,0,225,0,-225
5461,0,0,38,0,-38
5462,1,1,1366,1284,-82
5463,0,0,26,0,-26
5464,1,1,1420,1534,114
5465,0,0,28,0,-28
5466,1,1,228,1637,1409
5467,0,0,73,0,-73
5468,0,0,9,0,-9
5469,0,0,17,0,-17
5470,0,0,11,0,-11
5471,1,0,15,0,-15
5472,1,0,10,0,-10
5473,1,1,325,2179,1854
5474,1,0,28,0,-28
5475,0,0,8,0,-8
5476,1,1,851,2079,1228
5477,1,0,0,0,0
5478,1,1,1339,1934,595
5479,1,0,5,0,-5
5480,1,1,195,1239,1044
5481,1,0,8,0,-8
5482,0,0,39,0,-39
5483,1,0,9,0,-9
5484,1,1,691,1230,539
5485,0,0,42,0,-42
5486,1,1,918,1263,345
5487,1,1,710,1231,521
5488,0,0,33,0,-33
5489,0,0,34,0,-34
5490,1,0,50,0,-50
5491,0,0,18,0,-18
5492,1,1,389,2557,2168
5493,0,0,33,0,-33
5494,0,0,68,0,-68
5495,1,1,2373,1413,-960
5496,1,1,83,1791,1708
5497,0,0,131,0,-131
5498,1,0,7,0,-7
5499,0,0,154,0,-154
5500,1,1,218,1806,1588
5501,0,0,69,0,-69
5502,1,0,50,0,-50
5503,1,1,148,2404,2256
5504,1,0,5,0,-5
5505,0,0,188,0,-188
5506,1,0,6,0,-6
5507,1,1,554,1615,1061
5508,1,1,808,1517,709
5509,1,1,421,1226,805
5510,0,0,26,0,-26
5511,1,1,242,1286,1044
5512,0,0,21,0,-21
5513,0,0,28,0,-28
5514,1,1,24,1268,1244
5515,1,0,24,0,-24
5516,1,1,1059,1267,208
5517,0,0,84,0,-84
5518,0,0,77,0,-77
5519,1,0,0,0,0
5520,1,1,1097,1558,461
5521,1,0,17,0,-17
5522,0,0,6,0,-6
5523,1,1,1401,1318,-83
5524,1,1,812,1341,529
5525,1,1,447,1476,1029
5526,0,0,5,0,-5
5527,1,1,190,1630,1440
5528,1,0,105,0,-105
5529,1,0,22,0,-22
5530,1,0,1,0,-1
5531,0,0,49,0,-49
5532,0,0,36,0,-36
5533,0,0,22,0,-22
5534,0,0,13,0,-13
5535,1,1,118,1454,1336
5536,1,0,45,0,-45
5537,1,0,95,0,-95
5538,0,0,40,0,-40
5539,1,1,138,1419,1281
5540,0,0,14,0,-14
5541,1,0,6,0,-6
5542,1,0,4,0,-4
5543,0,0,11,0,-11
5544,1,1,426,1279,853
5545,1,0,45,0,-45
5546,1,0,34,0,-34
5547,1,1,47,1330,1283
5548,0,0,26,0,-26
5549,1,0,132,0,-132
5550,1,1,566,1514,948
5551,0,0,24,0,-24
5552,1,1,905,1411,506
5553,1,0,11,0,-11
5554,1,1,1170,1811,641
5555,1,1,336,1503,1167
5556,1,0,0,0,0
5557,1,0,118,0,-118
5558,1,0,14,0,-14
5559,1,0,8,0,-8
5560,1,0,65,0,-65
5561,0,0,28,0,-28
5562,1,0,2,0,-2
5563,1,1,51,1293,1242
5564,0,0,9,0,-9
5565,1,0,75,0,-75
5566,0,0,1,0,-1
5567,0,0,9,0,-9
5568,0,0,10,0,-10
5569,1,0,74,0,-74
5570,1,0,49,0,-49
5571,1,1,1193,2168,975
5572,1,1,192,1509,1317
5573,1,0,100,0,-100
5574,1,1,785,1339,554
5575,0,0,48,0,-48
5576,0,0,37,0,-37
5577,0,0,76,0,-76
5578,1,1,319,1937,1618
5579,1,1,694,1453,759
5580,0,0,6,0,-6
5581,1,1,448,1210,762
5582,0,0,161,0,-161
5583,1,1,32,2883,2851
5584,0,0,8,0,-8
5585,1,1,135,1368,1233
5586,0,0,154,0,-154
5587,1,1,187,2883,2696
5588,1,0,15,0,-15
5589,1,1,21,1542,1521
5590,1,1,376,1240,864
5591,1,0,1,0,-1
5592,0,0,9,0,-9
5593,1,0,136,0,-136
5594,1,1,224,1295,1071
5595,1,1,156,1224,1068
5596,1,0,55,0,-55
5597,0,0,13,0,-13
5598,0,0,61,0,-61
5599,1,0,54,0,-54
5600,0,0,27,0,-27
5601,1,0,13,0,-13
5602,0,0,17,0,-17
5603,1,1,1959,1338,-621
5604,1,0,67,0,-67
5605,1,0,16,0,-16
5606,1,1,539,1224,685
5607,1,1,295,1528,1233
5608,1,0,3,0,-3
5609,1,0,3,0,-3
5610,1,1,881,1578,697
5611,0,0,167,0,-167
5612,1,0,17,0,-17
5613,1,1,701,1300,599
5614,0,0,70,0,-70
5615,0,0,55,0,-55
5616,1,1,349,2394,2045
5617,0,0,3,0,-3
5618,1,1,72,1387,1315
5619,0,0,40,0,-40
5620,0,0,23,0,-23
5621,0,0,94,0,-94
5622,0,0,32,0,-32
5623,1,1,551,1227,676
5624,1,1,248,4222,3974
5625,1,0,13,0,-13
5626,1,0,5,0,-5
5627,1,0,46,0,-46
5628,0,0,71,0,-71
5629,1,0,46,0,-46
5630,0,0,9,0,-9
5631,0,0,9,0,-9
5632,0,0,4,0,-4
5633,1,0,130,0,-130
5634,1,0,153,0,-153
5635,0,0,40,0,-40
5636,1,0,5,0,-5
5637,0,0,3,0,-3
5638,0,0,129,0,-129
5639,1,0,4,0,-4
5640,1,0,115,0,-115
5641,1,0,5,0,-5
5642,1,0,58,0,-58
5643,1,0,51,0,-51
5644,0,0,27,0,-27
5645,1,0,0,0,0
5646,1,0,18,0,-18
5647,0,0,73,0,-73
5648,1,1,495,1299,804
5649,0,0,33,0,-33
5650,0,0,35,0,-35
5651,0,0,77,0,-77
5652,1,1,148,1240,1092
5653,1,0,57,0,-57
5654,0,0,347,0,-347
5655,0,0,12,0,-12
5656,0,0,13,0,-13
5657,1,0,13,0,-13
5658,1,1,214,2167,1953
5659,1,0,12,0,-12
5660,0,0,0,0,0
5661,0,0,30,0,-30
5662,1,0,43,0,-43
5663,1,1,1656,1301,-355
5664,0,0,96,0,-96
5665,1,1,310,1233,923
5666,1,0,44,0,-44
5667,1,0,44,0,-44
5668,0,0,34,0,-34
5669,1,1,216,1249,1033
5670,0,0,1,0,-1
5671,1,1,402,1341,939
5672,0,0,2,0,-2
5673,1,1,112,1282,1170
5674,1,0,7,0,-7
5675,1,1,895,2236,1341
5676,1,0,52,0,-52
5677,1,1,499,1282,783
5678,1,0,27,0,-27
5679,1,0,28,0,-28
5680,1,0,118,0,-118
5681,0,0,40,0,-40
5682,1,0,50,0,-50
5683,0,0,16,0,-16
5684,1,0,68,0,-68
5685,0,0,2,0,-2
5686,1,1,96,2988,2892
