ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
2601,0,0,42,0,-42
2602,0,0,69,0,-69
2603,0,0,10,0,-10
2604,1,1,988,1576,588
2605,1,0,152,0,-152
2606,1,1,264,1250,986
2607,1,0,51,0,-51
2608,0,0,57,0,-57
2609,1,0,8,0,-8
2610,1,1,422,1674,1252
2611,0,0,49,0,-49
2612,0,0,50,0,-50
2613,1,1,116,1236,1120
2614,1,1,3259,1234,-2025
2615,1,0,94,0,-94
2616,1,1,394,1242,848
2617,0,0,9,0,-9
2618,1,1,165,2124,1959
2619,0,0,97,0,-97
2620,0,0,223,0,-223
2621,1,1,458,1241,783
2622,0,0,0,0,0
2623,0,0,32,0,-32
2624,1,1,1156,1824,668
2625,1,1,527,1840,1313
2626,0,0,7,0,-7
2627,0,0,45,0,-45
2628,1,1,126,1393,1267
2629,1,0,80,0,-80
2630,1,0,56,0,-56
2631,1,1,166,2061,1895
2632,0,0,107,0,-107
2633,1,0,20,0,-20
2634,1,1,163,1310,1147
2635,1,1,200,1262,1062
2636,1,1,78,1298,1220
2637,0,0,39,0,-39
2638,1,1,238,1340,1102
2639,0,0,50,0,-50
2640,0,0,10,0,-10
2641,0,0,52,0,-52
2642,1,0,12,0,-12
2643,0,0,30,0,-30
2644,0,0,46,0,-46
2645,0,0,121,0,-121
2646,0,0,4,0,-4
2647,0,0,6,0,-6
2648,1,0,39,0,-39
2649,0,0,230,0,-230
2650,0,0,64,0,-64
2651,0,0,75,0,-75
2652,1,1,28,1275,1247
2653,1,1,807,1398,591
2654,1,1,148,1447,1299
2655,1,1,157,1496,1339
2656,0,0,179,0,-179
2657,1,0,22,0,-22
2658,1,0,16,0,-16
2659,1,0,10,0,-10
2660,1,1,280,1308,1028
2661,1,0,80,0,-80
2662,0,0,47,0,-47
2663,0,0,60,0,-60
2664,0,0,23,0,-23
2665,0,0,106,0,-106
2666,0,0,1,0,-1
2667,1,1,231,1536,1305
2668,1,0,7,0,-7
2669,1,1,83,1823,1740
2670,1,1,88,2352,2264
2671,0,0,108,0,-108
2672,1,0,15,0,-15
2673,1,0,169,0,-169
2674,0,0,1,0,-1
2675,1,0,7,0,-7
2676,0,0,20,0,-20
2677,1,0,10,0,-10
2678,1,1,460,1882,1422
2679,0,0,71,0,-71
2680,0,0,8,0,-8
2681,1,1,53,1631,1578
2682,0,0,2,0,-2
2683,0,0,131,0,-131
2684,1,0,23,0,-23
2685,0,0,97,0,-97
2686,1,0,20,0,-20
2687,1,1,440,1322,882
2688,0,0,77,0,-77
2689,1,1,378,1396,1018
2690,1,0,39,0,-39
2691,1,0,24,0,-24
2692,0,0,28,0,-28
2693,0,0,55,0,-55
2694,1,1,308,2041,1733
2695,1,1,497,1517,1020
2696,1,1,44,1385,1341
2697,0,0,10,0,-10
2698,1,0,7,0,-7
2699,0,0,0,0,0
2700,0,0,16,0,-16
2701,1,1,1152,1216,64
2702,1,1,374,1571,1197
2703,1,1,1686,1637,-49
2704,0,0,1,0,-1
2705,0,0,30,0,-30
2706,0,0,2,0,-2
2707,0,0,49,0,-49
2708,0,0,25,0,-25
2709,1,1,1471,1209,-262
2710,0,0,14,0,-14
2711,1,1,754,1258,504
2712,1,0,44,0,-44
2713,0,0,124,0,-124
2714,0,0,10,0,-10
2715,1,1,577,1457,880
2716,1,1,937,1412,475
2717,1,0,49,0,-49
2718,0,0,13,0,-13
2719,0,0,32,0,-32
2720,1,1,410,1954,1544
2721,1,0,0,0,0
2722,0,0,33,0,-33
2723,1,0,158,0,-158
2724,0,0,57,0,-57
2725,1,0,18,0,-18
2726,1,0,112,0,-112
2727,1,0,25,0,-25
2728,1,1,1138,1201,63
2729,0,0,62,0,-62
2730,1,0,37,0,-37
2731,0,0,52,0,-52
2732,1,1,100,1572,1472
2733,1,0,24,0,-24
2734,1,1,1217,1600,383
2735,1,1,229,2057,1828
2736,0,0,420,0,-420
2737,1,1,620,1742,1122
2738,1,1,463,1338,875
2739,1,1,1395,1814,419
2740,1,0,1,0,-1
2741,1,1,57,1510,1453
2742,1,0,27,0,-27
2743,0,0,185,0,-185
2744,0,0,18,0,-18
2745,0,0,30,0,-30
2746,1,0,1,0,-1
2747,0,0,35,0,-35
2748,0,0,143,0,-143
2749,0,0,36,0,-36
2750,0,0,33,0,-33
2751,1,0,27,0,-27
2752,0,0,82,0,-82
2753,0,0,37,0,-37
2754,1,0,5,0,-5
2755,0,0,74,0,-74
2756,0,0,52,0,-52
2757,1,0,6,0,-6
2758,1,0,31,0,-31
2759,0,0,103,0,-103
2760,1,0,75,0,-75
2761,1,0,21,0,-21
2762,0,0,20,0,-20
2763,0,0,27,0,-27
2764,1,0,74,0,-74
2765,1,0,24,0,-24
2766,1,0,106,0,-106
2767,1,0,82,0,-82
2768,1,1,713,1876,1163
2769,1,0,20,0,-20
2770,1,1,1792,3182,1390
2771,0,0,9,0,-9
2772,1,0,24,0,-24
2773,1,1,1206,1410,204
2774,0,0,133,0,-133
2775,0,0,26,0,-26
2776,1,1,1029,1259,230
2777,1,0,9,0,-9
2778,0,0,26,0,-26
2779,1,1,173,1447,1274
2780,0,0,0,0,0
2781,1,1,913,2051,1138
2782,1,1,142,1329,1187
2783,1,1,656,1224,568
2784,1,1,354,1436,1082
2785,1,1,202,1395,1193
2786,0,0,20,0,-20
2787,1,0,44,0,-44
2788,0,0,65,0,-65
2789,1,0,52,0,-52
2790,1,0,40,0,-40
2791,0,0,41,0,-41
2792,0,0,16,0,-16
2793,1,1,269,4927,4658
2794,1,0,7,0,-7
2795,1,1,644,1534,890
2796,1,1,163,1865,1702
2797,1,0,36,0,-36
2798,1,0,9,0,-9
2799,1,0,76,0,-76
2800,0,0,3,0,-3
2801,1,0,43,0,-43
2802,1,0,57,0,-57
2803,0,0,21,0,-21
2804,0,0,46,0,-46
2805,0,0,62,0,-62
2806,1,1,287,1672,1385
2807,0,0,13,0,-13
2808,0,0,15,0,-15
2809,1,0,6,0,-6
2810,1,1,680,1426,746
2811,1,0,33,0,-33
2812,1,1,1291,2980,1689
2813,0,0,5,0,-5
2814,0,0,17,0,-17
2815,1,1,301,1227,926
2816,1,0,75,0,-75
2817,0,0,23,0,-23
2818,1,1,1238,1446,208
2819,1,1,1733,1294,-439
2820,1,1,151,1909,1758
2821,1,0,67,0,-67
2822,0,0,2,0,-2
2823,0,0,5,0,-5
2824,1,1,25,1715,1690
2825,1,1,59,1225,1166
2826,1,0,19,0,-19
2827,0,0,12,0,-12
2828,1,1,656,1451,795
2829,1,1,71,1222,1151
2830,0,0,103,0,-103
2831,1,1,288,1357,1069
2832,0,0,40,0,-40
2833,1,0,76,0,-76
2834,0,0,34,0,-34
2835,0,0,17,0,-17
2836,1,1,50,1520,1470
2837,0,0,6,0,-6
2838,1,0,2,0,-2
2839,1,0,22,0,-22
2840,1,0,46,0,-46
2841,0,0,32,0,-32
2842,1,1,431,1325,894
2843,1,1,1092,2021,929
2844,1,1,178,1232,1054
2845,0,0,196,0,-196
2846,1,1,984,1543,559
2847,1,1,718,1214,496
2848,0,0,52,0,-52
2849,0,0,223,0,-223
2850,1,1,616,2710,2094
2851,1,1,1397,1434,37
2852,1,1,266,1691,1425
2853,1,0,5,0,-5
2854,1,1,51,1422,1371
2855,1,1,377,1433,1056
2856,0,0,91,0,-91
2857,1,1,644,2035,1391
2858,0,0,97,0,-97
2859,1,1,248,1769,1521
2860,1,0,67,0,-67
2861,1,0,5,0,-5
2862,1,0,268,0,-268
2863,1,0,21,0,-21
2864,0,0,53,0,-53
2865,1,1,287,2145,1858
2866,0,0,26,0,-26
2867,1,0,11,0,-11
2868,1,1,1243,1453,210
2869,0,0,2,0,-2
2870,1,0,18,0,-18
2871,0,0,41,0,-41
2872,1,1,1712,1904,192
2873,1,0,47,0,-47
2874,1,0,10,0,-10
2875,1,1,974,1205,231
2876,1,0,25,0,-25
2877,1,1,2385,1667,-718
2878,1,1,332,1590,1258
2879,1,1,895,2104,1209
2880,1,1,108,1267,1159
2881,1,0,0,0,0
2882,0,0,22,0,-22
2883,0,0,35,0,-35
2884,1,0,13,0,-13
2885,0,0,73,0,-73
2886,0,0,1,0,-1
2887,0,0,37,0,-37
2888,1,0,2,0,-2
2889,1,1,217,2189,1972
2890,0,0,55,0,-55
2891,1,1,999,1516,517
2892,0,0,76,0,-76
2893,0,0,55,0,-55
2894,0,0,77,0,-77
2895,1,0,105,0,-105
2896,1,1,355,1321,966
2897,0,0,51,0,-51
2898,1,0,47,0,-47
2899,0,0,33,0,-33
2900,0,0,12,0,-12
2901,0,0,96,0,-96
2902,1,1,1021,1622,601
2903,1,1,760,1495,735
2904,1,1,179,1551,1372
2905,1,1,470,1576,1106
2906,1,1,1938,1280,-658
2907,0,0,22,0,-22
2908,1,0,53,0,-53
2909,0,0,26,0,-26
2910,0,0,22,0,-22
2911,1,0,30,0,-30
2912,1,0,14,0,-14
2913,1,0,94,0,-94
2914,0,0,72,0,-72
2915,1,1,890,2056,1166
2916,0,0,11,0,-11
2917,1,0,14,0,-14
2918,1,1,525,1273,748
2919,0,0,56,0,-56
2920,1,1,243,1488,1245
2921,0,0,70,0,-70
2922,1,1,252,1342,1090
2923,1,0,27,0,-27
2924,0,0,5,0,-5
2925,1,0,16,0,-16
2926,0,0,56,0,-56
2927,0,0,52,0,-52
2928,1,0,56,0,-56
2929,1,1,35,1331,1296
2930,1,1,218,1485,1267
2931,0,0,181,0,-181
2932,0,0,207,0,-207
2933,0,0,56,0,-56
2934,0,0,13,0,-13
2935,1,1,140,1492,1352
2936,0,0,7,0,-7
2937,0,0,59,0,-59
2938,1,1,116,1630,1514
2939,1,0,44,0,-44
2940,0,0,111,0,-111
2941,1,0,1,0,-1
2942,1,0,99,0,-99
2943,0,0,5,0,-5
2944,0,0,11,0,-11
2945,0,0,142,0,-142
2946,0,0,4,0,-4
2947,0,0,0,0,0
2948,1,1,286,1311,1025
2949,0,0,80,0,-80
2950,0,0,1,0,-1
2951,1,0,66,0,-66
2952,0,0,27,0,-27
2953,1,1,222,1412,1190
2954,0,0,46,0,-46
2955,0,0,1,0,-1
2956,0,0,73,0,-73
2957,1,0,30,0,-30
2958,1,1,102,1290,1188
2959,1,0,77,0,-77
2960,1,1,323,1853,1530
2961,1,0,18,0,-18
2962,0,0,11,0,-11
2963,0,0,136,0,-136
2964,1,0,92,0,-92
2965,1,0,25,0,-25
2966,1,1,490,1252,762
2967,0,0,69,0,-69
2968,0,0,135,0,-135
2969,1,1,650,1241,591
2970,1,0,159,0,-159
2971,0,0,18,0,-18
2972,0,0,58,0,-58
2973,1,0,26,0,-26
2974,1,0,71,0,-71
2975,1,1,235,1453,1218
2976,1,0,44,0,-44
2977,1,1,296,1330,1034
2978,1,0,75,0,-75
2979,0,0,24,0,-24
2980,1,0,138,0,-138
2981,0,0,0,0,0
2982,0,0,52,0,-52
2983,0,0,3,0,-3
2984,1,0,19,0,-19
2985,1,0,25,0,-25
2986,0,0,153,0,-153
2987,1,0,29,0,-29
2988,0,0,10,0,-10
2989,1,0,26,0,-26
2990,0,0,21,0,-21
2991,0,0,1,0,-1
2992,0,0,9,0,-9
2993,0,0,80,0,-80
2994,0,0,41,0,-41
2995,1,1,229,3081,2852
2996,1,0,27,0,-27
2997,1,1,590,1653,1063
2998,1,0,83,0,-83
2999,1,1,194,2549,2355
3000,0,0,8,0,-8
3001,1,1,520,1680,1160
3002,0,0,53,0,-53
3003,1,1,300,2806,2506
3004,0,0,49,0,-49
3005,0,0,162,0,-162
3006,0,0,26,0,-26
3007,0,0,93,0,-93
3008,0,0,10,0,-10
3009,0,0,21,0,-21
3010,0,0,147,0,-147
3011,1,1,68,1242,1174
3012,0,0,20,0,-20
3013,0,0,138,0,-138
3014,1,1,156,1322,1166
3015,1,0,76,0,-76
3016,0,0,20,0,-20
3017,0,0,7,0,-7
3018,1,0,24,0,-24
3019,1,1,449,1514,1065
3020,1,0,92,0,-92
3021,1,0,34,0,-34
3022,1,1,773,1231,458
3023,0,0,48,0,-48
3024,1,1,587,1241,654
3025,0,0,156,0,-156
3026,0,0,67,0,-67
3027,0,0,21,0,-21
3028,0,0,136,0,-136
3029,0,0,30,0,-30
3030,1,1,1318,1292,-26
3031,1,1,257,1242,985
3032,1,1,516,1243,727
3033,0,0,85,0,-85
3034,1,1,133,1975,1842
3035,0,0,9,0,-9
3036,1,0,5,0,-5
3037,1,0,127,0,-127
3038,1,0,167,0,-167
3039,0,0,0,0,0
3040,0,0,5,0,-5
3041,1,1,295,1496,1201
3042,1,0,60,0,-60
3043,0,0,14,0,-14
3044,1,0,114,0,-114
3045,0,0,85,0,-85
3046,1,0,12,0,-12
3047,1,0,20,0,-20
3048,1,0,70,0,-70
3049,0,0,249,0,-249
3050,1,1,260,1246,986
3051,0,0,165,0,-165
3052,0,0,50,0,-50
3053,0,0,66,0,-66
3054,1,0,15,0,-15
3055,0,0,12,0,-12
3056,1,1,20,3779,3759
3057,0,0,35,0,-35
3058,1,1,323,2036,1713
3059,0,0,28,0,-28
3060,1,0,6,0,-6
3061,0,0,84,0,-84
3062,0,0,130,0,-130
3063,1,0,45,0,-45
3064,0,0,31,0,-31
3065,0,0,8,0,-8
3066,1,1,349,1413,1064
3067,1,1,167,1228,1061
3068,1,1,1046,1431,385
3069,1,1,201,1325,1124
3070,0,0,85,0,-85
3071,0,0,1,0,-1
3072,1,1,421,1251,830
3073,1,1,195,1327,1132
3074,1,0,45,0,-45
3075,1,1,1023,1550,527
3076,1,1,142,1370,1228
3077,0,0,4,0,-4
3078,1,0,2,0,-2
3079,1,1,571,1383,812
3080,0,0,27,0,-27
3081,0,0,126,0,-126
3082,1,0,75,0,-75
3083,1,1,578,1505,927
3084,0,0,24,0,-24
3085,0,0,12,0,-12
3086,1,1,499,1223,724
3087,0,0,9,0,-9
3088,1,0,0,0,0
3089,1,0,65,0,-65
3090,0,0,74,0,-74
3091,0,0,14,0,-14
3092,0,0,0,0,0
3093,1,1,810,2873,2063
3094,0,0,19,0,-19
3095,0,0,62,0,-62
3096,0,0,57,0,-57
3097,0,0,33,0,-33
3098,0,0,31,0,-31
3099,1,1,476,3067,2591
3100,1,1,106,1243,1137
3101,1,1,480,1227,747
3102,0,0,8,0,-8
3103,0,0,10,0,-10
3104,1,0,1,0,-1
3105,0,0,9,0,-9
3106,1,1,79,1311,1232
3107,0,0,36,0,-36
3108,1,1,164,1334,1170
3109,1,1,53,1270,1217
3110,1,1,143,1353,1210
3111,0,0,30,0,-30
3112,1,1,446,1229,783
3113,0,0,7,0,-7
3114,1,0,40,0,-40
3115,1,1,102,1324,1222
3116,1,0,31,0,-31
3117,1,1,1506,1509,3
3118,1,0,54,0,-54
3119,0,0,175,0,-175
3120,1,0,78,0,-78
3121,1,1,951,3613,2662
3122,0,0,13,0,-13
3123,0,0,93,0,-93
3124,0,0,37,0,-37
3125,1,1,1059,1297,238
3126,0,0,29,0,-29
3127,1,0,179,0,-179
3128,1,0,6,0,-6
3129,1,0,81,0,-81
3130,1,0,6,0,-6
3131,1,1,354,1443,1089
3132,0,0,1,0,-1
3133,0,0,40,0,-40
3134,1,1,257,1273,1016
3135,0,0,15,0,-15
3136,0,0,67,0,-67
3137,0,0,13,0,-13
3138,0,0,222,0,-222
3139,1,0,80,0,-80
3140,1,0,108,0,-108
3141,1,0,46,0,-46
3142,0,0,93,0,-93
3143,1,1,1381,1433,52
3144,1,1,1110,1789,679
3145,1,1,2614,1211,-1403
3146,1,0,88,0,-88
3147,0,0,12,0,-12
3148,0,0,28,0,-28
3149,0,0,10,0,-10
3150,0,0,79,0,-79
3151,0,0,23,0,-23
3152,0,0,2,0,-2
3153,1,1,483,1334,851
3154,1,0,3,0,-3
3155,0,0,12,0,-12
3156,1,0,36,0,-36
3157,1,0,11,0,-11
3158,0,0,10,0,-10
3159,0,0,40,0,-40
3160,1,1,422,1939,1517
3161,0,0,27,0,-27
3162,0,0,50,0,-50
3163,1,1,360,1467,1107
3164,1,1,203,1293,1090
3165,0,0,15,0,-15
3166,0,0,70,0,-70
3167,1,1,639,1468,829
3168,1,1,883,5562,4679
3169,1,1,180,1393,1213
3170,1,1,771,1314,543
3171,1,0,72,0,-72
3172,1,1,205,1309,1104
3173,1,1,535,2126,1591
3174,1,0,14,0,-14
3175,1,1,39,1338,1299
3176,1,1,1265,1279,14
3177,1,1,89,1619,1530
3178,1,0,67,0,-67
3179,0,0,6,0,-6
3180,1,0,5,0,-5
3181,0,0,33,0,-33
3182,1,1,702,2375,1673
3183,1,1,267,1230,963
3184,1,1,1833,1396,-437
3185,0,0,2,0,-2
3186,1,1,177,1869,1692
3187,1,0,4,0,-4
3188,1,1,411,1417,1006
3189,1,0,162,0,-162
3190,1,1,598,1877,1279
3191,1,0,27,0,-27
3192,1,0,105,0,-105
3193,1,0,50,0,-50
3194,0,0,19,0,-19
3195,1,1,410,1484,1074
3196,0,0,37,0,-37
3197,0,0,112,0,-112
3198,0,0,9,0,-9
3199,0,0,58,0,-58
3200,1,0,164,0,-164
3201,0,0,120,0,-120
3202,0,0,325,0,-325
3203,0,0,5,0,-5
3204,1,0,6,0,-6
3205,1,1,425,1233,808
3206,1,1,1024,1988,964
3207,1,0,101,0,-101
3208,0,0,10,0,-10
3209,1,1,458,1343,885
3210,1,0,48,0,-48
3211,1,0,19,0,-19
3212,0,0,131,0,-131
3213,1,0,9,0,-9
3214,0,0,137,0,-137
3215,0,0,49,0,-49
3216,1,1,344,1278,934
3217,1,1,1381,2062,681
3218,0,0,3,0,-3
3219,1,1,241,1255,1014
3220,0,0,10,0,-10
3221,1,1,820,1357,537
3222,1,0,12,0,-12
3223,1,1,97,1620,1523
3224,1,1,1006,1616,610
3225,0,0,34,0,-34
3226,1,1,579,1297,718
3227,0,0,32,0,-32
3228,1,1,1998,1311,-687
3229,1,1,287,1388,1101
3230,1,1,610,1278,668
3231,0,0,21,0,-21
3232,1,1,140,1588,1448
3233,0,0,36,0,-36
3234,1,1,146,1552,1406
3235,1,1,206,1223,1017
3236,1,1,103,1661,1558
3237,1,1,507,1345,838
3238,1,0,22,0,-22
3239,1,1,372,1295,923
3240,1,0,167,0,-167
3241,1,1,373,1447,1074
3242,0,0,49,0,-49
3243,0,0,69,0,-69
3244,0,0,47,0,-47
3245,1,0,62,0,-62
3246,0,0,3,0,-3
3247,1,0,37,0,-37
3248,0,0,86,0,-86
3249,0,0,45,0,-45
3250,1,1,76,1439,1363
3251,1,0,5,0,-5
3252,0,0,14,0,-14
3253,1,0,80,0,-80
3254,1,0,12,0,-12
3255,1,1,387,1270,883
3256,1,0,84,0,-84
3257,1,0,395,0,-395
3258,1,0,1,0,-1
3259,1,0,9,0,-9
3260,0,0,13,0,-13
3261,0,0,89,0,-89
3262,1,1,455,1733,1278
3263,0,0,18,0,-18
3264,0,0,0,0,0
3265,1,1,753,1333,580
3266,0,0,14,0,-14
3267,1,0,21,0,-21
3268,0,0,13,0,-13
3269,1,0,342,0,-342
3270,0,0,18,0,-18
3271,1,0,51,0,-51
3272,1,0,17,0,-17
3273,0,0,28,0,-28
3274,0,0,11,0,-11
3275,1,0,40,0,-40
3276,1,1,437,1206,769
3277,0,0,92,0,-92
3278,1,1,166,1774,1608
3279,1,1,511,1274,763
3280,1,1,315,1496,1181
3281,1,0,11,0,-11
3282,0,0,69,0,-69
3283,1,0,179,0,-179
3284,0,0,25,0,-25
3285,0,0,54,0,-54
3286,0,0,6,0,-6
3287,0,0,107,0,-107
3288,1,0,31,0,-31
3289,0,0,18,0,-18
3290,1,1,471,1278,807
3291,1,1,200,1336,1136
3292,0,0,4,0,-4
3293,1,1,1029,1638,609
3294,1,0,225,0,-225
3295,0,0,101,0,-101
3296,1,0,9,0,-9
3297,1,1,207,1425,1218
3298,1,1,1263,1210,-53
3299,1,0,42,0,-42
3300,0,0,73,0,-73
3301,0,0,49,0,-49
3302,1,0,146,0,-146
3303,0,0,68,0,-68
3304,1,0,26,0,-26
3305,1,1,78,1230,1152
3306,0,0,94,0,-94
3307,1,1,487,2203,1716
3308,0,0,1,0,-1
3309,1,0,71,0,-71
3310,0,0,43,0,-43
3311,1,0,13,0,-13
3312,1,0,135,0,-135
3313,1,1,278,1316,1038
3314,1,0,69,0,-69
3315,1,0,1,0,-1
3316,1,0,119,0,-119
3317,1,1,134,1204,1070
3318,1,0,13,0,-13
3319,0,0,8,0,-8
3320,1,1,79,1366,1287
3321,0,0,20,0,-20
3322,1,0,140,0,-140
3323,0,0,14,0,-14
3324,1,1,67,1490,1423
3325,1,1,1708,1239,-469
3326,1,1,853,2816,1963
3327,0,0,43,0,-43
3328,1,0,52,0,-52
3329,0,0,21,0,-21
3330,0,0,58,0,-58
3331,1,0,72,0,-72
3332,0,0,10,0,-10
3333,0,0,129,0,-129
3334,1,0,59,0,-59
3335,1,0,19,0,-19
3336,1,0,7,0,-7
3337,1,0,14,0,-14
3338,0,0,142,0,-142
3339,0,0,50,0,-50
3340,0,0,65,0,-65
3341,1,1,389,1222,833
3342,0,0,73,0,-73
3343,0,0,16,0,-16
3344,0,0,52,0,-52
3345,1,0,32,0,-32
3346,1,1,675,1303,628
3347,0,0,71,0,-71
3348,0,0,21,0,-21
3349,0,0,153,0,-153
3350,1,0,42,0,-42
3351,0,0,44,0,-44
3352,1,1,303,1201,898
3353,0,0,5,0,-5
3354,1,0,1,0,-1
3355,0,0,10,0,-10
3356,0,0,152,0,-152
3357,1,0,22,0,-22
3358,0,0,30,0,-30
3359,1,0,5,0,-5
3360,0,0,12,0,-12
3361,1,0,1,0,-1
3362,0,0,15,0,-15
3363,0,0,19,0,-19
3364,1,0,180,0,-180
3365,1,0,14,0,-14
3366,1,0,20,0,-20
3367,1,0,116,0,-116
3368,0,0,214,0,-214
3369,1,0,51,0,-51
3370,1,0,3,0,-3
3371,1,1,514,1324,810
3372,1,0,160,0,-160
3373,0,0,43,0,-43
3374,1,0,42,0,-42
3375,0,0,41,0,-41
3376,0,0,83,0,-83
3377,1,1,186,1224,1038
3378,1,1,186,1981,1795
3379,1,1,79,1572,1493
3380,1,1,150,1542,1392
3381,1,1,261,1300,1039
3382,0,0,105,0,-105
3383,1,1,1219,1536,317
3384,1,1,1353,1347,-6
3385,1,0,88,0,-88
3386,1,0,1,0,-1
3387,1,1,682,1945,1263
3388,1,1,363,1531,1168
3389,1,0,23,0,-23
3390,0,0,42,0,-42
3391,1,0,11,0,-11
3392,0,0,25,0,-25
3393,1,0,19,0,-19
3394,1,0,23,0,-23
3395,0,0,65,0,-65
3396,1,1,1273,1679,406
3397,1,0,0,0,0
3398,0,0,31,0,-31
3399,0,0,34,0,-34
3400,1,0,30,0,-30
3401,1,1,670,1486,816
3402,1,1,548,1203,655
3403,0,0,37,0,-37
3404,1,1,92,1410,1318
3405,1,0,65,0,-65
3406,0,0,3,0,-3
3407,0,0,289,0,-289
3408,1,1,389,1489,1100
3409,1,1,627,1317,690
3410,1,0,352,0,-352
3411,1,0,54,0,-54
3412,1,0,8,0,-8
3413,1,1,31,1422,1391
3414,0,0,37,0,-37
3415,0,0,36,0,-36
3416,1,0,24,0,-24
3417,1,1,223,1729,1506
3418,1,0,92,0,-92
3419,1,1,150,1215,1065
3420,0,0,3,0,-3
3421,1,1,208,1496,1288
3422,1,0,5,0,-5
3423,0,0,162,0,-162
3424,0,0,36,0,-36
3425,0,0,71,0,-71
3426,0,0,78,0,-78
3427,1,0,38,0,-38
3428,1,0,136,0,-136
3429,1,0,21,0,-21
3430,0,0,93,0,-93
3431,0,0,7,0,-7
3432,0,0,63,0,-63
3433,1,1,345,1652,1307
3434,0,0,7,0,-7
3435,1,1,785,2528,1743
3436,0,0,42,0,-42
3437,1,1,321,1244,923
3438,0,0,42,0,-42
3439,0,0,42,0,-42
3440,1,0,21,0,-21
3441,1,0,18,0,-18
3442,1,1,14,2870,2856
3443,1,1,56,1292,1236
3444,1,0,12,0,-12
3445,1,1,608,1250,642
3446,0,0,17,0,-17
3447,1,0,287,0,-287
3448,0,0,83,0,-83
3449,1,0,33,0,-33
3450,0,0,6,0,-6
3451,1,0,160,0,-160
3452,0,0,177,0,-177
3453,1,1,471,1337,866
3454,1,0,20,0,-20
3455,1,1,208,1254,1046
3456,1,0,10,0,-10
3457,0,0,40,0,-40
3458,0,0,26,0,-26
3459,1,1,1231,1653,422
3460,1,0,39,0,-39
3461,0,0,35,0,-35
3462,0,0,87,0,-87
3463,1,0,14,0,-14
3464,0,0,70,0,-70
3465,0,0,3,0,-3
3466,1,0,65,0,-65
3467,0,0,43,0,-43
3468,1,1,632,1388,756
3469,1,1,386,1253,867
3470,0,0,232,0,-232
3471,1,1,337,1350,1013
3472,0,0,3,0,-3
3473,1,1,325,1524,1199
3474,1,1,23,1502,1479
3475,1,1,49,1396,1347
3476,0,0,54,0,-54
3477,0,0,36,0,-36
3478,1,1,958,1216,258
3479,1,1,17,1506,1489
3480,0,0,100,0,-100
3481,1,0,3,0,-3
3482,1,1,79,1817,1738
3483,1,0,7,0,-7
3484,1,1,506,2646,2140
3485,1,1,16,1393,1377
3486,0,0,19,0,-19
3487,1,0,22,0,-22
3488,1,0,32,0,-32
3489,1,0,37,0,-37
3490,0,0,35,0,-35
3491,0,0,58,0,-58
3492,0,0,29,0,-29
3493,1,0,62,0,-62
3494,0,0,6,0,-6
3495,1,0,12,0,-12
3496,0,0,6,0,-6
3497,1,1,183,1252,1069
3498,1,1,97,1344,1247
3499,0,0,191,0,-191
3500,1,1,777,1786,1009
3501,1,0,55,0,-55
3502,0,0,49,0,-49
3503,1,1,557,2041,1484
3504,0,0,61,0,-61
3505,0,0,22,0,-22
3506,0,0,11,0,-11
3507,1,0,55,0,-55
3508,0,0,58,0,-58
3509,0,0,4,0,-4
3510,1,1,216,1283,1067
3511,1,0,6,0,-6
3512,0,0,6,0,-6
3513,1,0,40,0,-40
3514,1,1,488,1235,747
3515,1,0,0,0,0
3516,0,0,5,0,-5
3517,1,0,38,0,-38
3518,0,0,60,0,-60
3519,1,1,911,1755,844
3520,0,0,31,0,-31
3521,1,0,38,0,-38
3522,1,1,439,1457,1018
3523,1,1,2159,1585,-574
3524,0,0,3,0,-3
3525,1,0,111,0,-111
3526,1,1,991,1375,384
3527,1,0,44,0,-44
3528,0,0,9,0,-9
3529,1,0,6,0,-6
3530,1,0,21,0,-21
3531,0,0,16,0,-16
3532,1,0,101,0,-101
3533,0,0,35,0,-35
3534,0,0,15,0,-15
3535,0,0,5,0,-5
3536,0,0,13,0,-13
3537,1,0,83,0,-83
3538,0,0,16,0,-16
3539,1,1,1072,2695,1623
3540,1,0,15,0,-15
3541,0,0,5,0,-5
3542,0,0,24,0,-24
3543,1,0,25,0,-25
3544,1,0,9,0,-9
3545,0,0,38,0,-38
3546,1,1,275,1321,1046
3547,1,1,1184,1352,168
3548,1,1,959,1440,481
3549,1,1,297,1303,1006
3550,1,0,48,0,-48
3551,0,0,126,0,-126
3552,1,0,133,0,-133
3553,0,0,13,0,-13
3554,1,1,121,1223,1102
3555,1,0,82,0,-82
3556,1,0,44,0,-44
3557,0,0,26,0,-26
3558,0,0,16,0,-16
3559,1,0,57,0,-57
3560,1,1,129,1553,1424
3561,0,0,53,0,-53
3562,1,0,91,0,-91
3563,0,0,16,0,-16
3564,0,0,0,0,0
3565,1,1,1226,1845,619
3566,1,0,77,0,-77
3567,0,0,53,0,-53
3568,0,0,74,0,-74
3569,1,0,49,0,-49
3570,0,0,76,0,-76
3571,1,1,67,1249,1182
3572,0,0,13,0,-13
3573,1,1,1227,1495,268
3574,0,0,67,0,-67
3575,0,0,22,0,-22
3576,1,0,62,0,-62
3577,1,0,23,0,-23
3578,0,0,7,0,-7
3579,1,0,17,0,-17
3580,0,0,8,0,-8
3581,1,0,186,0,-186
