ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
5146,0,0,94,0,-94
5147,1,0,68,0,-68
5148,1,0,3,0,-3
5149,1,1,130,1540,1410
5150,1,1,1067,1381,314
5151,1,1,399,1605,1206
5152,1,1,325,1215,890
5153,0,0,2,0,-2
5154,1,1,440,1252,812
5155,1,0,87,0,-87
5156,0,0,38,0,-38
5157,1,1,88,1215,1127
5158,0,0,24,0,-24
5159,1,0,17,0,-17
5160,0,0,66,0,-66
5161,0,0,99,0,-99
5162,1,1,440,1597,1157
5163,1,1,1273,1253,-20
5164,1,0,46,0,-46
5165,0,0,10,0,-10
5166,0,0,52,0,-52
5167,1,0,28,0,-28
5168,1,0,25,0,-25
5169,1,1,1191,1375,184
5170,1,1,344,1493,1149
5171,1,0,58,0,-58
5172,1,0,102,0,-102
5173,0,0,25,0,-25
5174,1,0,32,0,-32
5175,0,0,80,0,-80
5176,0,0,52,0,-52
5177,0,0,47,0,-47
5178,0,0,88,0,-88
5179,1,0,96,0,-96
5180,0,0,33,0,-33
5181,1,1,350,1304,954
5182,0,0,40,0,-40
5183,1,1,84,1298,1214
5184,1,1,912,1361,449
5185,1,1,131,1292,1161
5186,1,0,65,0,-65
5187,1,0,3,0,-3
5188,1,0,11,0,-11
5189,0,0,18,0,-18
5190,1,1,1929,1294,-635
5191,1,0,39,0,-39
5192,1,1,92,2135,2043
5193,0,0,78,0,-78
5194,1,0,55,0,-55
5195,0,0,22,0,-22
5196,1,0,14,0,-14
5197,1,0,55,0,-55
5198,0,0,66,0,-66
5199,0,0,14,0,-14
5200,0,0,46,0,-46
5201,1,0,2,0,-2
5202,1,0,6,0,-6
5203,1,0,8,0,-8
5204,1,0,7,0,-7
5205,1,1,1156,1701,545
5206,1,0,14,0,-14
5207,0,0,54,0,-54
5208,1,1,85,1265,1180
5209,1,1,424,1437,1013
5210,1,0,63,0,-63
5211,1,1,636,2373,1737
5212,1,1,172,1229,1057
5213,1,1,957,1363,406
5214,0,0,36,0,-36
5215,1,0,34,0,-34
5216,0,0,27,0,-27
5217,0,0,19,0,-19
5218,1,0,40,0,-40
5219,0,0,2,0,-2
5220,1,0,9,0,-9
5221,0,0,28,0,-28
5222,1,0,26,0,-26
5223,1,1,552,1477,925
5224,0,0,75,0,-75
5225,1,0,9,0,-9
5226,0,0,42,0,-42
5227,0,0,32,0,-32
5228,1,1,207,1520,1313
5229,0,0,3,0,-3
5230,0,0,25,0,-25
5231,1,1,186,1960,1774
5232,1,0,35,0,-35
5233,1,1,1500,1246,-254
5234,1,0,24,0,-24
5235,1,1,1097,1489,392
5236,1,0,104,0,-104
5237,1,0,71,0,-71
5238,0,0,59,0,-59
5239,1,0,13,0,-13
5240,1,1,206,1276,1070
5241,0,0,25,0,-25
5242,1,0,31,0,-31
5243,1,1,455,1267,812
5244,0,0,81,0,-81
5245,0,0,5,0,-5
5246,0,0,119,0,-119
5247,1,0,19,0,-19
5248,0,0,49,0,-49
5249,1,0,31,0,-31
5250,0,0,70,0,-70
5251,0,0,46,0,-46
5252,1,1,645,1215,570
5253,1,0,93,0,-93
5254,0,0,162,0,-162
5255,0,0,71,0,-71
5256,1,1,234,1276,1042
5257,1,1,775,9371,8596
5258,0,0,12,0,-12
5259,0,0,90,0,-90
5260,1,1,1367,1385,18
5261,1,1,927,1345,418
5262,0,0,108,0,-108
5263,0,0,72,0,-72
5264,1,1,620,1503,883
5265,1,1,67,1456,1389
5266,1,1,76,1408,1332
5267,0,0,42,0,-42
5268,1,0,2,0,-2
5269,1,1,712,1708,996
5270,0,0,106,0,-106
5271,1,0,2,0,-2
5272,1,1,1187,2579,1392
5273,0,0,46,0,-46
5274,1,0,75,0,-75
5275,1,1,151,1398,1247
5276,0,0,13,0,-13
5277,0,0,41,0,-41
5278,1,0,21,0,-21
5279,1,1,50,2002,1952
5280,1,1,48,2441,2393
5281,1,1,124,1227,1103
5282,1,0,49,0,-49
5283,1,0,21,0,-21
5284,0,0,17,0,-17
5285,0,0,126,0,-126
5286,0,0,68,0,-68
5287,0,0,23,0,-23
5288,0,0,27,0,-27
5289,0,0,129,0,-129
5290,1,0,122,0,-122
5291,0,0,11,0,-11
5292,1,1,259,1835,1576
5293,1,1,428,1359,931
5294,1,1,122,1494,1372
5295,0,0,85,0,-85
5296,1,1,408,1832,1424
5297,1,1,771,1226,455
5298,0,0,64,0,-64
5299,1,0,43,0,-43
5300,1,0,92,0,-92
5301,1,0,154,0,-154
5302,1,0,74,0,-74
5303,1,1,267,1426,1159
5304,0,0,13,0,-13
5305,1,1,118,1239,1121
5306,1,1,1146,1259,113
5307,1,1,276,1635,1359
5308,1,1,1233,1517,284
5309,1,0,215,0,-215
5310,1,1,1419,2604,1185
5311,0,0,42,0,-42
5312,1,0,20,0,-20
5313,1,1,335,1324,989
5314,1,0,54,0,-54
5315,1,0,59,0,-59
5316,1,0,23,0,-23
5317,1,1,478,1325,847
5318,0,0,51,0,-51
5319,1,1,149,1520,1371
5320,1,0,39,0,-39
5321,1,1,637,1283,646
5322,1,1,862,1390,528
5323,0,0,1,0,-1
5324,0,0,7,0,-7
5325,1,0,61,0,-61
5326,1,1,495,1534,1039
5327,0,0,16,0,-16
5328,1,0,53,0,-53
5329,1,0,106,0,-106
5330,0,0,7,0,-7
5331,0,0,24,0,-24
5332,0,0,14,0,-14
5333,1,1,449,1251,802
5334,1,1,81,1563,1482
5335,1,1,930,2184,1254
5336,1,1,372,1261,889
5337,1,1,1164,1225,61
5338,0,0,9,0,-9
5339,1,0,28,0,-28
5340,1,0,106,0,-106
5341,0,0,5,0,-5
5342,1,0,78,0,-78
5343,1,1,339,1271,932
5344,1,0,80,0,-80
5345,1,0,41,0,-41
5346,1,1,480,1558,1078
5347,1,1,328,1307,979
5348,0,0,83,0,-83
5349,1,0,16,0,-16
5350,0,0,66,0,-66
5351,0,0,6,0,-6
5352,0,0,0,0,0
5353,1,1,350,1211,861
5354,1,0,78,0,-78
5355,0,0,23,0,-23
5356,0,0,13,0,-13
5357,1,0,6,0,-6
5358,0,0,15,0,-15
5359,0,0,54,0,-54
5360,1,0,41,0,-41
5361,1,0,34,0,-34
5362,0,0,16,0,-16
5363,0,0,45,0,-45
5364,1,1,318,1403,1085
5365,0,0,61,0,-61
5366,1,0,5,0,-5
5367,1,1,1023,1203,180
5368,0,0,23,0,-23
5369,0,0,206,0,-206
5370,0,0,34,0,-34
5371,1,1,14,1227,1213
5372,0,0,75,0,-75
5373,0,0,42,0,-42
5374,1,1,616,1403,787
5375,1,0,5,0,-5
5376,1,1,410,1327,917
5377,1,0,34,0,-34
5378,0,0,17,0,-17
5379,1,0,11,0,-11
5380,1,0,43,0,-43
5381,1,0,7,0,-7
5382,0,0,74,0,-74
5383,0,0,22,0,-22
5384,1,1,1402,1348,-54
5385,1,1,144,1275,1131
5386,1,0,29,0,-29
5387,1,1,324,1212,888
5388,0,0,51,0,-51
5389,0,0,43,0,-43
5390,1,0,35,0,-35
5391,1,1,526,1322,796
5392,0,0,92,0,-92
5393,1,0,33,0,-33
5394,1,0,147,0,-147
5395,0,0,71,0,-71
5396,0,0,45,0,-45
5397,0,0,218,0,-218
5398,0,0,46,0,-46
5399,1,0,94,0,-94
5400,0,0,14,0,-14
5401,1,0,23,0,-23
5402,1,1,443,1444,1001
5403,1,0,115,0,-115
5404,0,0,30,0,-30
5405,1,1,1183,1282,99
5406,1,0,21,0,-21
5407,1,0,0,0,0
5408,1,1,90,1385,1295
5409,0,0,75,0,-75
5410,1,1,96,1878,1782
5411,0,0,1,0,-1
5412,1,1,1037,2000,963
5413,0,0,10,0,-10
5414,1,1,129,2451,2322
5415,0,0,112,0,-112
5416,1,0,120,0,-120
5417,1,0,43,0,-43
5418,1,0,33,0,-33
5419,1,1,538,1475,937
5420,1,0,54,0,-54
5421,1,0,9,0,-9
5422,1,1,469,1702,1233
5423,1,1,149,2371,2222
5424,1,0,22,0,-22
5425,1,0,59,0,-59
5426,0,0,91,0,-91
5427,0,0,55,0,-55
5428,1,1,172,1258,1086
5429,0,0,14,0,-14
5430,1,1,717,1232,515
5431,1,1,893,1502,609
5432,1,1,343,1977,1634
5433,0,0,11,0,-11
5434,0,0,1,0,-1
5435,0,0,74,0,-74
5436,0,0,14,0,-14
5437,0,0,121,0,-121
5438,0,0,61,0,-61
5439,0,0,42,0,-42
5440,1,0,4,0,-4
5441,1,0,40,0,-40
5442,0,0,40,0,-40
5443,1,0,6,0,-6
5444,1,1,339,1540,1201
5445,0,0,11,0,-11
5446,1,0,26,0,-26
5447,1,0,46,0,-46
5448,1,0,72,0,-72
5449,0,0,27,0,-27
5450,0,0,99,0,-99
5451,1,1,862,1853,991
5452,0,0,10,0,-10
5453,1,1,195,1351,1156
5454,1,1,158,1941,1783
5455,1,1,1523,2320,797
5456,1,1,350,1580,1230
5457,1,1,405,2654,2249
5458,0,0,193,0,-193
5459,0,0,79,0,-79
5460,1,1,464,1430,966
5461,1,0,4,0,-4
5462,1,1,625,1252,627
5463,0,0,3,0,-3
5464,0,0,41,0,-41
5465,1,1,55,1315,1260
5466,1,1,279,2716,2437
5467,1,1,1695,1726,31
5468,0,0,31,0,-31
5469,0,0,9,0,-9
5470,1,0,58,0,-58
5471,0,0,32,0,-32
5472,1,0,83,0,-83
5473,0,0,38,0,-38
5474,1,1,329,1810,1481
5475,1,0,7,0,-7
5476,1,1,1393,1923,530
5477,1,1,413,1801,1388
5478,1,1,578,1268,690
5479,1,1,374,1392,1018
5480,1,0,50,0,-50
5481,1,1,184,1450,1266
5482,1,1,252,1213,961
5483,1,0,49,0,-49
5484,1,0,57,0,-57
5485,0,0,135,0,-135
5486,1,0,82,0,-82
5487,0,0,3,0,-3
5488,1,0,113,0,-113
5489,0,0,53,0,-53
5490,0,0,39,0,-39
5491,1,0,25,0,-25
5492,1,0,61,0,-61
5493,0,0,85,0,-85
5494,1,0,33,0,-33
5495,0,0,18,0,-18
5496,1,0,67,0,-67
5497,0,0,78,0,-78
5498,1,1,56,1398,1342
5499,1,1,888,1821,933
5500,1,1,456,1346,890
5501,0,0,160,0,-160
5502,1,0,92,0,-92
5503,1,0,9,0,-9
5504,1,1,318,1348,1030
5505,1,0,125,0,-125
5506,1,0,8,0,-8
5507,1,1,629,1270,641
5508,1,0,139,0,-139
5509,0,0,30,0,-30
5510,0,0,35,0,-35
5511,1,1,771,1497,726
5512,1,0,47,0,-47
5513,1,1,108,2596,2488
5514,1,1,48,1350,1302
5515,1,0,41,0,-41
5516,0,0,4,0,-4
5517,1,0,104,0,-104
5518,1,0,144,0,-144
5519,0,0,8,0,-8
5520,1,0,6,0,-6
5521,0,0,42,0,-42
5522,1,1,245,1448,1203
5523,0,0,60,0,-60
5524,0,0,0,0,0
5525,0,0,21,0,-21
5526,0,0,14,0,-14
5527,0,0,23,0,-23
5528,1,0,46,0,-46
5529,1,0,159,0,-159
5530,1,1,514,1233,719
5531,0,0,37,0,-37
5532,1,1,59,1470,1411
5533,0,0,103,0,-103
5534,0,0,2,0,-2
5535,0,0,6,0,-6
5536,1,1,98,1208,1110
5537,1,1,202,1771,1569
5538,0,0,2,0,-2
5539,0,0,12,0,-12
5540,0,0,52,0,-52
5541,1,1,493,1627,1134
5542,0,0,7,0,-7
5543,0,0,33,0,-33
5544,0,0,43,0,-43
5545,1,1,145,1742,1597
5546,1,1,259,1721,1462
5547,0,0,37,0,-37
5548,0,0,68,0,-68
5549,0,0,4,0,-4
5550,1,1,2063,1243,-820
5551,1,1,1251,1272,21
5552,0,0,76,0,-76
5553,0,0,116,0,-116
5554,0,0,67,0,-67
5555,1,0,2,0,-2
5556,1,1,288,1307,1019
5557,1,1,271,1384,1113
5558,0,0,56,0,-56
5559,1,1,549,1786,1237
5560,0,0,36,0,-36
5561,0,0,2,0,-2
5562,0,0,33,0,-33
5563,1,1,554,1987,1433
5564,1,0,3,0,-3
5565,0,0,28,0,-28
5566,0,0,38,0,-38
5567,0,0,1,0,-1
5568,0,0,140,0,-140
5569,0,0,111,0,-111
5570,1,0,0,0,0
5571,0,0,71,0,-71
5572,1,0,2,0,-2
5573,0,0,12,0,-12
5574,0,0,24,0,-24
5575,0,0,68,0,-68
5576,1,1,710,1242,532
5577,1,1,122,1266,1144
5578,0,0,151,0,-151
5579,0,0,30,0,-30
5580,1,1,1088,1246,158
5581,1,0,12,0,-12
5582,0,0,34,0,-34
5583,0,0,6,0,-6
5584,0,0,29,0,-29
5585,0,0,197,0,-197
5586,1,0,114,0,-114
5587,0,0,5,0,-5
5588,0,0,91,0,-91
5589,0,0,17,0,-17
5590,1,0,152,0,-152
5591,0,0,26,0,-26
5592,1,0,75,0,-75
5593,1,1,2224,1295,-929
5594,1,1,381,1325,944
5595,1,0,50,0,-50
5596,1,0,32,0,-32
5597,0,0,11,0,-11
5598,1,0,2,0,-2
5599,1,1,306,1222,916
5600,1,1,1027,1448,421
5601,1,1,374,1675,1301
5602,0,0,24,0,-24
5603,1,0,7,0,-7
5604,0,0,42,0,-42
5605,1,1,2890,2346,-544
5606,1,0,45,0,-45
5607,0,0,24,0,-24
5608,1,0,44,0,-44
5609,1,0,50,0,-50
5610,1,1,526,1432,906
5611,1,1,187,2538,2351
5612,0,0,23,0,-23
5613,0,0,4,0,-4
5614,1,0,49,0,-49
5615,1,0,3,0,-3
5616,0,0,3,0,-3
5617,1,1,254,1274,1020
5618,1,0,71,0,-71
5619,1,0,107,0,-107
5620,1,1,601,1201,600
5621,0,0,88,0,-88
5622,1,1,50,1427,1377
5623,1,0,13,0,-13
5624,0,0,114,0,-114
5625,0,0,34,0,-34
5626,1,0,6,0,-6
5627,0,0,46,0,-46
5628,0,0,12,0,-12
5629,1,1,302,1358,1056
5630,1,1,643,1957,1314
5631,1,0,5,0,-5
5632,0,0,5,0,-5
5633,0,0,35,0,-35
5634,1,1,511,2267,1756
5635,1,0,7,0,-7
5636,0,0,7,0,-7
5637,1,1,375,1864,1489
5638,1,0,19,0,-19
5639,1,0,42,0,-42
5640,1,1,1107,1251,144
5641,0,0,16,0,-16
5642,0,0,50,0,-50
5643,1,1,68,2254,2186
5644,1,0,108,0,-108
5645,1,1,508,1649,1141
5646,1,0,39,0,-39
5647,1,1,629,2059,1430
5648,0,0,89,0,-89
5649,1,0,53,0,-53
5650,0,0,12,0,-12
5651,0,0,68,0,-68
5652,1,0,4,0,-4
5653,1,0,65,0,-65
5654,0,0,77,0,-77
5655,1,0,31,0,-31
5656,1,0,48,0,-48
5657,1,0,42,0,-42
5658,1,0,18,0,-18
5659,1,0,143,0,-143
5660,1,1,689,1263,574
5661,1,0,36,0,-36
5662,1,0,35,0,-35
5663,1,1,541,1613,1072
5664,0,0,41,0,-41
5665,1,0,11,0,-11
5666,1,1,715,1287,572
5667,0,0,45,0,-45
5668,0,0,96,0,-96
5669,1,0,7,0,-7
5670,0,0,32,0,-32
5671,1,0,5,0,-5
5672,0,0,3,0,-3
5673,0,0,124,0,-124
5674,1,1,1073,1322,249
5675,1,1,118,1218,1100
5676,0,0,9,0,-9
5677,0,0,4,0,-4
5678,1,1,217,2396,2179
5679,0,0,208,0,-208
5680,1,1,58,1494,1436
5681,1,1,486,1786,1300
5682,1,0,72,0,-72
5683,0,0,75,0,-75
5684,0,0,84,0,-84
5685,1,0,23,0,-23
5686,1,1,626,1424,798
5687,0,0,12,0,-12
5688,0,0,35,0,-35
5689,1,1,557,1420,863
5690,1,0,37,0,-37
5691,1,0,28,0,-28
5692,0,0,112,0,-112
5693,1,1,635,1276,641
5694,0,0,112,0,-112
5695,1,1,832,1832,1000
5696,1,1,185,3905,3720
5697,1,1,283,1230,947
5698,1,0,13,0,-13
5699,1,1,298,1213,915
5700,0,0,62,0,-62
5701,0,0,19,0,-19
5702,1,1,160,1395,1235
5703,1,1,932,1806,874
5704,0,0,54,0,-54
5705,1,0,26,0,-26
5706,1,0,1,0,-1
5707,1,1,94,1345,1251
5708,0,0,12,0,-12
5709,0,0,14,0,-14
5710,0,0,29,0,-29
5711,1,0,106,0,-106
5712,1,0,44,0,-44
5713,0,0,17,0,-17
5714,0,0,20,0,-20
5715,0,0,31,0,-31
5716,1,1,471,1924,1453
5717,1,1,1705,1451,-254
5718,1,0,32,0,-32
5719,0,0,22,0,-22
5720,1,1,268,1308,1040
5721,1,0,27,0,-27
5722,1,1,77,1486,1409
5723,0,0,62,0,-62
5724,1,0,15,0,-15
5725,1,1,719,1693,974
5726,0,0,166,0,-166
5727,1,0,36,0,-36
5728,1,1,174,1382,1208
5729,0,0,2,0,-2
5730,0,0,91,0,-91
5731,1,0,26,0,-26
5732,1,0,42,0,-42
5733,1,1,381,1405,1024
5734,0,0,68,0,-68
5735,1,0,57,0,-57
5736,1,1,161,1348,1187
5737,0,0,4,0,-4
5738,1,0,18,0,-18
5739,0,0,6,0,-6
5740,1,1,371,2996,2625
5741,1,0,102,0,-102
5742,0,0,5,0,-5
5743,1,0,38,0,-38
5744,1,0,16,0,-16
5745,1,0,9,0,-9
5746,1,1,972,2402,1430
5747,0,0,4,0,-4
5748,0,0,47,0,-47
5749,1,1,135,1241,1106
5750,0,0,169,0,-169
5751,0,0,1,0,-1
5752,0,0,34,0,-34
5753,0,0,24,0,-24
5754,1,1,106,1215,1109
5755,1,0,14,0,-14
5756,1,1,411,1231,820
5757,1,0,19,0,-19
5758,0,0,23,0,-23
5759,1,1,482,2032,1550
5760,1,0,13,0,-13
5761,0,0,58,0,-58
5762,1,0,2,0,-2
5763,1,0,1,0,-1
5764,1,1,200,1399,1199
5765,1,1,183,1239,1056
5766,1,0,1,0,-1
5767,0,0,8,0,-8
5768,1,0,65,0,-65
5769,0,0,26,0,-26
5770,1,1,429,1686,1257
5771,0,0,42,0,-42
5772,0,0,53,0,-53
5773,0,0,43,0,-43
5774,1,0,67,0,-67
5775,1,1,96,1524,1428
5776,1,0,136,0,-136
5777,0,0,3,0,-3
5778,1,1,102,1326,1224
5779,1,1,990,1396,406
5780,0,0,5,0,-5
5781,1,0,100,0,-100
5782,0,0,46,0,-46
5783,1,0,22,0,-22
5784,0,0,9,0,-9
5785,0,0,38,0,-38
5786,1,0,41,0,-41
5787,0,0,35,0,-35
5788,1,1,506,1729,1223
5789,0,0,31,0,-31
5790,0,0,10,0,-10
5791,1,1,881,2146,1265
5792,1,1,3312,1440,-1872
5793,1,0,16,0,-16
5794,1,1,847,1390,543
5795,1,1,66,1562,1496
5796,1,1,539,1216,677
5797,1,1,173,2417,2244
5798,1,0,79,0,-79
5799,1,0,146,0,-146
5800,1,0,84,0,-84
5801,1,0,159,0,-159
5802,1,0,89,0,-89
5803,0,0,9,0,-9
5804,0,0,19,0,-19
5805,0,0,58,0,-58
5806,1,0,250,0,-250
5807,1,0,16,0,-16
5808,1,1,1471,1577,106
5809,1,1,79,1897,1818
5810,0,0,7,0,-7
5811,1,1,268,1515,1247
5812,1,0,17,0,-17
5813,0,0,5,0,-5
5814,0,0,19,0,-19
5815,1,0,11,0,-11
5816,1,1,183,1226,1043
5817,1,1,563,1428,865
5818,1,0,101,0,-101
5819,0,0,13,0,-13
5820,0,0,70,0,-70
5821,1,1,2238,1432,-806
5822,1,0,42,0,-42
5823,1,0,58,0,-58
5824,1,1,1591,1248,-343
5825,0,0,18,0,-18
5826,0,0,52,0,-52
5827,0,0,105,0,-105
5828,0,0,1,0,-1
5829,0,0,17,0,-17
5830,0,0,19,0,-19
5831,1,1,223,1381,1158
5832,1,0,118,0,-118
5833,1,1,914,1327,413
5834,1,1,141,1588,1447
5835,1,0,79,0,-79
5836,1,0,51,0,-51
5837,0,0,14,0,-14
5838,1,1,306,1263,957
5839,1,0,7,0,-7
5840,0,0,41,0,-41
5841,1,0,15,0,-15
5842,0,0,2,0,-2
5843,0,0,79,0,-79
5844,1,0,36,0,-36
5845,0,0,40,0,-40
5846,1,0,20,0,-20
5847,0,0,49,0,-49
5848,1,1,120,1363,1243
5849,0,0,4,0,-4
5850,0,0,6,0,-6
5851,1,0,5,0,-5
5852,1,1,719,1213,494
5853,0,0,205,0,-205
5854,0,0,35,0,-35
5855,0,0,180,0,-180
5856,1,1,1238,2067,829
5857,0,0,52,0,-52
5858,0,0,127,0,-127
5859,1,1,158,2310,2152
5860,1,1,220,1925,1705
5861,1,0,40,0,-40
5862,1,1,223,2109,1886
5863,0,0,84,0,-84
5864,0,0,67,0,-67
5865,1,0,57,0,-57
5866,1,0,4,0,-4
5867,1,1,946,1542,596
5868,0,0,0,0,0
5869,1,1,186,1354,1168
5870,1,0,6,0,-6
5871,1,0,5,0,-5
5872,1,1,439,1205,766
5873,1,0,115,0,-115
5874,0,0,31,0,-31
5875,0,0,163,0,-163
5876,1,1,284,1344,1060
5877,0,0,14,0,-14
5878,0,0,0,0,0
5879,0,0,17,0,-17
5880,1,1,257,1201,944
5881,0,0,296,0,-296
5882,1,0,197,0,-197
5883,1,1,97,1264,1167
5884,1,1,69,1645,1576
5885,1,1,278,1349,1071
5886,1,1,1231,2212,981
5887,1,1,155,2656,2501
5888,1,1,99,2258,2159
5889,1,1,1178,1210,32
5890,0,0,4,0,-4
5891,0,0,131,0,-131
5892,1,1,228,1440,1212
5893,0,0,10,0,-10
5894,1,0,200,0,-200
5895,1,0,7,0,-7
5896,1,1,799,1678,879
5897,1,1,936,1595,659
5898,0,0,9,0,-9
5899,0,0,117,0,-117
5900,1,0,13,0,-13
5901,0,0,42,0,-42
5902,0,0,15,0,-15
5903,0,0,40,0,-40
5904,0,0,115,0,-115
5905,1,1,577,1585,1008
5906,1,1,142,1229,1087
5907,1,1,420,1277,857
5908,0,0,34,0,-34
5909,0,0,7,0,-7
5910,1,0,45,0,-45
5911,1,1,400,2374,1974
5912,1,1,804,3869,3065
5913,0,0,60,0,-60
5914,1,1,707,1319,612
5915,1,0,9,0,-9
5916,0,0,23,0,-23
5917,1,0,56,0,-56
5918,1,0,139,0,-139
5919,1,0,9,0,-9
5920,0,0,3,0,-3
5921,0,0,14,0,-14
5922,1,1,238,1760,1522
5923,0,0,44,0,-44
5924,0,0,3,0,-3
5925,0,0,114,0,-114
5926,1,1,1534,2114,580
5927,1,0,27,0,-27
5928,0,0,21,0,-21
5929,1,1,2713,1487,-1226
5930,1,0,34,0,-34
5931,1,1,138,1274,1136
5932,1,0,13,0,-13
5933,0,0,42,0,-42
5934,0,0,19,0,-19
5935,0,0,4,0,-4
5936,1,1,210,1277,1067
5937,0,0,9,0,-9
5938,1,1,355,1624,1269
5939,1,1,735,2096,1361
5940,1,0,32,0,-32
5941,0,0,23,0,-23
5942,1,0,135,0,-135
5943,1,1,496,2090,1594
5944,1,1,442,1533,1091
5945,1,1,1368,1831,463
5946,0,0,12,0,-12
5947,1,1,1073,4282,3209
5948,1,1,325,1437,1112
5949,0,0,6,0,-6
5950,1,1,40,1477,1437
5951,1,0,7,0,-7
5952,0,0,20,0,-20
5953,1,0,112,0,-112
5954,1,0,3,0,-3
5955,1,1,94,1918,1824
5956,1,1,627,1693,1066
5957,1,1,628,1519,891
5958,1,0,89,0,-89
5959,1,0,32,0,-32
5960,1,0,17,0,-17
5961,0,0,7,0,-7
5962,1,1,1001,1740,739
5963,1,1,167,1637,1470
5964,1,1,874,1516,642
5965,1,1,74,1261,1187
5966,0,0,42,0,-42
5967,1,0,113,0,-113
5968,1,0,4,0,-4
5969,0,0,55,0,-55
5970,0,0,42,0,-42
5971,1,0,43,0,-43
5972,0,0,3,0,-3
5973,1,1,379,1603,1224
5974,0,0,10,0,-10
5975,0,0,87,0,-87
5976,1,0,16,0,-16
5977,0,0,89,0,-89
5978,1,0,64,0,-64
5979,0,0,74,0,-74
5980,0,0,139,0,-139
5981,0,0,13,0,-13
5982,1,0,42,0,-42
5983,1,1,1451,1558,107
5984,0,0,18,0,-18
5985,1,0,0,0,0
5986,1,1,101,1333,1232
5987,1,0,22,0,-22
5988,1,1,903,2519,1616
5989,0,0,21,0,-21
5990,0,0,0,0,0
5991,0,0,104,0,-104
5992,1,1,706,1336,630
5993,1,0,101,0,-101
5994,1,0,16,0,-16
5995,1,1,178,1457,1279
5996,1,0,49,0,-49
5997,0,0,9,0,-9
5998,0,0,118,0,-118
5999,1,0,61,0,-61
6000,0,0,217,0,-217
6001,1,0,10,0,-10
6002,1,0,21,0,-21
6003,0,0,55,0,-55
6004,0,0,0,0,0
6005,1,1,450,1259,809
6006,0,0,14,0,-14
6007,1,0,10,0,-10
6008,0,0,58,0,-58
6009,0,0,0,0,0
6010,1,0,15,0,-15
6011,0,0,40,0,-40
6012,0,0,99,0,-99
6013,0,0,160,0,-160
6014,0,0,77,0,-77
6015,0,0,85,0,-85
6016,1,1,211,1305,1094
6017,1,0,88,0,-88
6018,0,0,0,0,0
6019,0,0,71,0,-71
6020,1,1,474,1350,876
6021,1,1,1773,1335,-438
6022,1,1,909,1302,393
6023,1,0,16,0,-16
6024,0,0,23,0,-23
6025,0,0,12,0,-12
6026,1,1,1217,1630,413
6027,1,1,253,1204,951
6028,1,0,53,0,-53
6029,1,0,57,0,-57
6030,1,1,1575,1754,179
6031,0,0,9,0,-9
6032,1,1,81,1722,1641
6033,0,0,8,0,-8
6034,1,1,145,1294,1149
6035,0,0,109,0,-109
6036,0,0,35,0,-35
6037,0,0,80,0,-80
6038,1,1,246,1727,1481
6039,0,0,15,0,-15
6040,1,0,335,0,-335
6041,0,0,14,0,-14
6042,1,0,37,0,-37
6043,1,1,329,1372,1043
6044,0,0,197,0,-197
6045,0,0,24,0,-24
6046,1,0,7,0,-7
6047,1,1,965,1369,404
6048,0,0,8,0,-8
6049,0,0,136,0,-136
6050,1,0,37,0,-37
6051,1,0,116,0,-116
6052,0,0,32,0,-32
6053,1,0,23,0,-23
6054,1,1,26,1205,1179
6055,1,1,519,1490,971
6056,1,1,839,2048,1209
6057,1,1,213,1580,1367
6058,0,0,6,0,-6
6059,0,0,4,0,-4
6060,0,0,100,0,-100
6061,1,1,626,1339,713
6062,1,0,16,0,-16
6063,0,0,0,0,0
6064,0,0,186,0,-186
6065,1,0,7,0,-7
6066,0,0,15,0,-15
6067,0,0,115,0,-115
6068,1,0,17,0,-17
6069,1,0,57,0,-57
6070,0,0,80,0,-80
6071,1,0,67,0,-67
6072,1,0,243,0,-243
6073,1,0,71,0,-71
6074,1,0,84,0,-84
6075,1,0,101,0,-101
6076,1,1,51,1310,1259
6077,1,0,32,0,-32
6078,0,0,2,0,-2
6079,0,0,23,0,-23
6080,0,0,7,0,-7
6081,1,1,641,1593,952
6082,0,0,30,0,-30
6083,1,1,446,1264,818
6084,1,1,291,1623,1332
6085,0,0,7,0,-7
6086,1,1,868,1690,822
6087,1,1,22,1448,1426
6088,0,0,67,0,-67
6089,1,0,59,0,-59
6090,0,0,11,0,-11
6091,0,0,26,0,-26
6092,1,0,62,0,-62
6093,1,0,60,0,-60
6094,0,0,31,0,-31
6095,0,0,47,0,-47
6096,1,0,50,0,-50
6097,1,0,20,0,-20
6098,1,1,29,1761,1732
6099,1,0,115,0,-115
6100,1,0,186,0,-186
6101,0,0,24,0,-24
6102,1,0,71,0,-71
6103,1,0,34,0,-34
6104,0,0,124,0,-124
6105,1,1,515,1730,1215
6106,0,0,8,0,-8
6107,1,0,112,0,-112
6108,0,0,148,0,-148
6109,1,0,4,0,-4
6110,1,1,953,1593,640
6111,1,1,263,2298,2035
6112,0,0,36,0,-36
6113,1,1,377,1267,890
6114,0,0,70,0,-70
6115,0,0,19,0,-19
6116,1,1,157,1562,1405
6117,0,0,23,0,-23
6118,1,0,44,0,-44
6119,1,1,306,1242,936
6120,1,1,123,1433,1310
6121,0,0,96,0,-96
6122,1,1,489,1362,873
6123,1,1,1247,1526,279
6124,1,0,25,0,-25
6125,0,0,104,0,-104
6126,1,0,36,0,-36
6127,0,0,15,0,-15
